,title,published,date,author_corresponding_institution,journal,citation_count
1127,Proteomics reveals profound metabolic changes in the alcohol use disorder brain,10.1021/acschemneuro.8b00660,2018-10-20,The University of Queensland,['ACS Chem. Neurosci.'],5
1131,Investigating the cytotoxic effects of the venom proteome of two species of the Viperidae family (Cerastes cerastes and Cryptelytrops purpureomaculatus) from various habitats,10.1016/j.cbpc.2019.02.013,2018-10-22,Ege University,['Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology'],2
1132,Post-translational modifications drive protein stability to control the dynamic beer brewing proteome,10.1074/mcp.RA119.001526,2018-10-22,The University of Queensland,['Mol Cell Proteomics'],5
1133,Comparative metabonomic investigations of Schistosoma japonicum from SCID mice and BALB/c mice: clues to developmental abnormality of schistosome in the immunodeficient host,10.3389/fmicb.2019.00440,2018-10-23,Wuhan University,['Front. Microbiol.'],2
1134,N4-acetylcytidine and 5-formylcytidine are present in Saccharomyces cerevisiae mRNAs,10.1021/acschembio.9b00369,2018-10-23,University of Michigan,['ACS Chem. Biol.'],6
1135,Sequential digestion with Trypsin and Elastase in cross-linking/mass spectrometry,10.1021/acs.analchem.8b05222,2018-10-23,"University of Edinburgh, Technische Universitat Berlin",['Anal. Chem.'],7
1136,Toxic Determinants of Staphylococcus aureus PSMα3 Cross-α Amyloid,10.1016/j.str.2019.12.006,2018-10-24,Technion - Israel Institute of Technology,['Structure'],2
1137,The dynamic and structural properties of axonemal tubulins support the high length stability of cilia,10.1038/s41467-019-09779-6,2018-10-24,Yale University,['Nat Commun'],5
1138,A Novel analog approach for fast evaluation of affinity between ligand and receptor in scaled up molecular models,10.25177/JCCMM.3.2.RA.541,2018-10-24,University of Connecticut,['SDRP-JCCMM'],0
1139,Characterisation of a type II functionally-deficient variant of alpha-1-antitrypsin discovered in the general population,10.1371/journal.pone.0206955,2018-10-24,University College London,['PLoS ONE'],2
1140,Divalent cations can control a switch-like behavior in heterotypic and homotypic RNA coacervates,10.1038/s41598-019-48457-x,2018-10-24,The Scripps Research Institute,['Sci Rep'],3
1141,Effects of inflammation-induced oxidation on the dimerization of fibrinogen αC domain,10.1002/prot.25746,2018-10-25,University of Washington,['Proteins'],3
1142,"Interplay between substrate recognition, 5’ end tRNA processing and methylation activity of human mitochondrial RNase P",10.1261/rna.069310.118,2018-10-25,Uniformed Services University of the Health Sciences,['RNA'],2
1143,SPR-measured kinetics of PROTAC ternary complexes influence target degradation rate,10.1021/acschembio.9b00092,2018-10-25,University of Dundee,['ACS Chem. Biol.'],27
1144,"ILEX PARAGUARIENSIS, EXERCISE AND CARDIOPROTECTION: A retrospective analysis",10.1016/j.jff.2018.12.008,2018-10-25,Universidade Federal do Rio de Janeiro,['Journal of Functional Foods'],1
1145,Protein aggregation capture on microparticles enables multi-purpose proteomics sample preparation,10.1074/mcp.TIR118.001270,2018-10-25,"University of Copenhagen, Novo Nordisk Foundation Center for Protein Research",['Mol Cell Proteomics'],11
1146,Exchange catalysis during anaerobic methanotrophy revealed by 12CH2D2 & 13CH3D in methane,10.7185/geochemlet.1910,2018-10-25,Rice University,['Geochem. Persp. Let.'],5
1147,Structural basis for prodrug recognition by the SLC15 family of proton coupled peptide transporters,10.1073/pnas.1813715116,2018-10-26,University of Oxford,['Proc Natl Acad Sci USA'],5
1148,Rational construction of compact de novo-designed biliverdin-binding proteins,10.1021/acs.biochem.8b01076,2018-10-26,University of Pennsylvania,['Biochemistry'],1
1149,Telomere DNA G-quadruplex folding within actively extending human telomerase,10.1073/pnas.1814777116,2018-10-26,"University of California, Santa Cruz",['Proc Natl Acad Sci USA'],6
1150,Salivary and plasma levels of matrix metalloproteinase-9 and myeloperoxidase at rest and after acute physical exercise in patients with coronary artery disease,10.1371/journal.pone.0207166,2018-10-29,Div of Cardiovascular medicine,['PLoS ONE'],0
1151,Cryo-EM structures and functional characterization of the lipid scramblase TMEM16F,10.7554/eLife.44365,2018-10-29,"Department of Structural Biology, University of Groningen, The Netherlands",[],22
1152,Nuclease dead Cas9 is a programmable roadblock for DNA replication,10.1038/s41598-019-49837-z,2018-10-29,University of Wollongong,['Sci Rep'],1
1153,Stepwise activation mechanism of the scramblase nhTMEM16 revealed by cryo-EM,10.7554/elife.44364,2018-10-29,University of Groningen,[],10
1154,Simultaneous isotope dilution quantification and metabolic tracing of deoxyribonucleotides by liquid chromatography high resolution mass spectrometry,10.1016/j.ab.2018.12.023,2018-10-29,Drexel University,['Analytical Biochemistry'],3
1155,Proximity proteomics identifies cancer cell membrane cis-molecular complex as a potential cancer target,10.1111/cas.14108,2018-10-29,"Department of Biochemistry, Saitama Medical University",['Cancer Sci'],0
1157,Nuclease dead Cas9 is a programmable roadblock for DNA replication,10.1038/s41598-019-49837-z,2018-10-29,University of Wollongong,['Sci Rep'],1
1158,Staufen2 mediated RNA recognition and localization requires combinatorial action of multiple domains,10.1038/s41467-019-09655-3,2018-10-29,"Institute of Pharmaceutical Biotechnology, Ulm University",['Nat Commun'],5
1159,"Robust, reproducible, and economical phosphopeptide enrichment using calcium titanate",10.1021/acs.jproteome.8b00883,2018-10-30,Weill Cornell Medical College,['J. Proteome Res.'],1
1160,Bifunctional Substrate Activation via an Arginine Residue Drives Catalysis in Chalcone Isomerases,10.1021/acscatal.9b01926,2018-10-30,Salk Institute,['ACS Catal.'],0
1161,The Effect of Retro-inverse D-Amino Acid Aβ-peptides on Aβ- Fibril Formation,10.1063/1.5082194,2018-10-31,University of Oklahoma,['J. Chem. Phys.'],1
1162,Biochemical and physiological investigations on adenosine 5’ monophosphate deaminase from Plasmodium spp.,10.1111/mmi.14313,2018-10-31,Jawaharlal Nehru Centre for Advanced Scientific Research,['Mol Microbiol'],0
1163,High-throughput identification of FLT3 wild-type and mutant kinase substrate preferences and application to design of sensitive in vitro kinase assay substrates,10.1074/mcp.ra118.001111,2018-10-31,University of Minnesota,['Mol Cell Proteomics'],2
1164,Single-cell quantification of the concentration and dissociation constant of endogenous proteins,10.1074/jbc.RA119.007685,2018-11-01,Okazaki Institute for Integrative Bioscience and National Institute for Basic Biology,['J. Biol. Chem.'],3
1165,Berberine chloride ameliorated PI3K/Akt-p/SIRT-1/PTEN signaling pathway in insulin resistance syndrome-induced rats,10.1111/jfbc.13049,2018-11-01,"Faculty of Veterinary Medicine, The New Valley University",['J Food Biochem'],1
1166,A High-Resolution Luminescent Assay For Rapid And Continuous Monitoring Of Protein Translocation Across Biological Membranes,10.1016/j.jmb.2019.03.007,2018-11-01,"School of Biochemistry and BrisSynBio, University of Bristol, UK",['Journal of Molecular Biology'],4
1167,Cooperative Cobinding of Synthetic and Natural Ligands to the Nuclear Receptor PPARγ,10.7554/elife.43320,2018-11-01,The Scripps Research Institute,[],12
1169,Crystal structure of human endothelin ETB receptor in complex with peptide inverse agonist IRL2500,10.1038/s42003-019-0482-7,2018-11-02,The University of Tokyo,['Commun Biol'],5
1170,The transcriptome-wide landscape and modalities of EJC binding in adult Drosophila,10.1016/j.celrep.2019.06.088,2018-11-04,European Molecular Biology Laboratory,['Cell Reports'],0
1172,Molecular basis of Cul3 ubiquitin ligase subversion by vaccinia virus protein A55,10.1074/jbc.RA118.006561,2018-11-05,University of Cambridge,['J. Biol. Chem.'],2
1175,"A new family of neural wiring receptors across bilaterians defined by phylogenetic, biochemical and structural evidence",10.1073/pnas.1818631116,2018-11-05,University of Chicago,['Proc Natl Acad Sci USA'],2
1176,The unstructured linker arms of MutL enable GATC site incision beyond roadblocks during initiation of DNA mismatch repair,10.1093/nar/gkz834,2018-11-05,"Department of Molecular Genetics, Erasmus University Medical Center, Rotterdam, the Netherlands",[],1
1177,High accuracy protein structures from minimal sparse paramagnetic solid-state NMR restraints,10.1002/anie.201811895,2018-11-05,University of Calgary,['Angew. Chem. Int. Ed.'],2
1178,Cryo-EM structures reveal bilayer remodeling during Ca2+ activation of a TMEM16 scramblase,10.7554/eLife.43229,2018-11-05,Weill Cornell Medical School,[],13
1179,Structure of a bacterial ATP synthase,10.7554/elife.43128,2018-11-06,The Hospital for Sick Children,[],20
1180,"Schistosoma mansoni does not and cannot oxidize fatty acids, but these are used for biosynthetic purposes instead",10.1016/j.ijpara.2019.03.005,2018-11-06,Erasmus MC / University Medical Center Rotterdam,['International Journal for Parasitology'],0
1181,A novel cell-based sensor detecting the activity of individual basic proprotein convertases,10.1111/febs.14979,2018-11-06,University Hospital Center and University of Lausanne (CHUV),['FEBS J'],1
1182,A new in vitro assay measuring direct interaction of nonsense suppressors with the eukaryotic protein synthesis machinery,10.1021/acsmedchemlett.8b00472,2018-11-07,University of Pennsylvania,['ACS Med. Chem. Lett.'],4
1183,Multimerization of Homo sapiens TRPA1 ion channel cytoplasmic domains,10.1371/journal.pone.0207835,2018-11-08,University of Washington,['PLoS ONE'],1
1185,"Semi-in vitro Reconstitution of Roseocin, a Two-Component Lantibiotic from an Actinomycete",10.1111/mmi.14419,2018-11-08,"Department of Biochemistry, BMS Block-II, Panjab University, Sector-25, Chandigarh",['Mol Microbiol'],0
1188,Global analysis of methionine oxidation provides a census of folding stabilities for the human proteome,10.1073/pnas.1819851116,2018-11-09,University of Rochester,['Proc Natl Acad Sci USA'],11
1189,"Structure, dynamics and roX2-lncRNA binding of tandem double-stranded RNA binding domains dsRBD1,2 of Drosophila helicase Maleless",10.1093/nar/gkz125,2018-11-09,EMBL Heidelberg,[],1
1190,Rickettsia Sca2 Recruits Two Actin Subunits for Nucleation but Lacks WH2 Domains,10.1016/j.bpj.2018.12.009,2018-11-09,University of Pennsylvania School of Medicine,['Biophysical Journal'],0
1192,The pro-oncogenic adaptor CIN85 inhibits hypoxia-inducible factor prolyl hydroxylase-2,10.1158/0008-5472.CAN-18-3852,2018-11-09,"FBMM, University of Oulu",['Cancer Res'],0
1193,Polycomb Cbx2 Condensates Assemble through Phase Separation,10.1074/jbc.RA118.006620,2018-11-12,University of Colorado Denver,['J. Biol. Chem.'],49
1197,Enzymatic and structural characterization of the Naegleria fowleri glucokinase,10.1128/aac.02410-18,2018-11-14,Clemson University,['Antimicrob Agents Chemother'],0
1198,Structural insights into substrate recognition by the SOCS2 E3 ubiquitin ligase,10.1038/s41467-019-10190-4,2018-11-14,University of Dundee,['Nat Commun'],2
1199,Covalent Aurora A regulation by the metabolic integrator coenzyme A,10.1016/j.redox.2019.101318,2018-11-14,University College London,['Redox Biology'],0
1200,Relationship between epicardial and perivascular fatty tissue and adipokine-cytokine level in coronary artery disease patients,10.1371/journal.pone.0208156,2018-11-14,Research Institute for Complex Issues of Cardiovascular Diasease,['PLoS ONE'],3
1202,"FlexiBAC: a versatile, open-source baculovirus vector system for protein expression, secretion, and proteolytic processing",10.1186/s12896-019-0512-z,2018-11-14,UT Southwestern Medical Center,['BMC Biotechnol'],6
1204,G-quadruplex formation on specific surface-exposed regions of the human ribosomal RNA,10.1016/j.jmb.2019.03.010,2018-11-16,Georgia Institute of Technology,['Journal of Molecular Biology'],9
1205,Covalent Ligand Screening Uncovers a RNF4 E3 Ligase Recruiter for Targeted Protein Degradation Applications,10.1021/acschembio.8b01083,2018-11-16,"University of California, Berkeley",['ACS Chem. Biol.'],13
1208,Quantifying dynamic protein acetylation using quantitative stoichiometry,10.1021/acs.jproteome.0c00088,2018-11-18,University of Wisconsin Madison,['J. Proteome Res.'],0
1211,Tryptophan fluorescence quenching in β-lactam-interacting proteins is modulated by the structure of intermediates and final products of the acylation reaction,10.1021/acsinfecdis.9b00023,2018-11-19,Centre de Recherche des Cordeliers,['ACS Infect. Dis.'],1
1212,Homochiral and racemic MicroED structures of a peptide from the ice nucleation protein InaZ,10.1107/S2052252518017621,2018-11-19,UCLA,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",3
1213,Principles for enhancing virus capsid capacity and stability from a thermophilic virus capsid structure,10.1038/s41467-019-12341-z,2018-11-19,University of Massachusetts Medical School,['Nat Commun'],2
1215,Screening a Resource of Recombinant Protein Fragments for Targeted Proteomics,10.1021/acs.jproteome.8b00924,2018-11-19,"Science for Life Laboratory, Division of Systems Biology, Department of Protein Science, KTH",['J. Proteome Res.'],4
1218,A balance between elastic and rigidified chromatin states regulates transcriptional plasticity at human centromeres,10.1073/pnas.1911880116,2018-11-20,National Cancer Institute,['Proc Natl Acad Sci USA'],2
1219,Intrinsically disordered regions regulate both catalytic and non-catalytic activities of the MutLα mismatch repair complex.,10.1093/nar/gky1244,2018-11-20,UT-Austin,[],0
1220,The pro-oncogenic adaptor CIN85 inhibits hypoxia-inducible factor prolyl hydroxylase-2,10.1158/0008-5472.CAN-18-3852,2018-11-20,"FBMM, University of Oulu",['Cancer Res'],0
1223,Beyond the seed: structural basis for supplementary mircoRNA targeting,10.15252/embj.2018101153,2018-11-22,The Scripps Research Institute,['EMBO J'],7
1226,Optimized fragmentation improves the identification of peptides cross-linked using MS-cleavable reagents,10.1021/acs.jproteome.8b00947,2018-11-23,Institute of Molecular Pathology (IMP),['J. Proteome Res.'],12
1227,Lipid Lowering Oxopropanylindole Hydrazone Derivatives with Antioxidant and Antihyperglycemic Activity,10.2174/1568026619666181220112903,2018-11-24,"Medicinal & Process Chemistry Division, Central Drug Research Institute, Lucknow, 226031",['CTMC'],1
1228,Live-cell single RNA imaging reveals bursts of translational frameshifting,10.1016/j.molcel.2019.05.002,2018-11-24,Colorado State University,['Molecular Cell'],7
1229,Lipid Lowering Oxopropanylindole Hydrazone Derivatives with Anti-oxidant and Anti-hyperglycemic Activity,10.2174/1568026619666181220112903,2018-11-25,"Medicinal & Process Chemistry Division, Central Drug Research Institute, Lucknow, 226031",['CTMC'],1
1230,"Molecular complexity of the major urinary protein system of the Norway rat, Rattus norvegicus",10.1038/s41598-019-46950-x,2018-11-26,"Centre for Proteome Research, Institute of Integrative Biology, University of Liverpool",['Sci Rep'],2
1231,Structural insights into SETD3-mediated histidine methylation on β-actin,10.7554/elife.43676,2018-11-26,University of Science and Technology of China,[],9
1232,6-Phosphogluconate Dehydrogenase Links Cytosolic Carbohydrate Metabolism to Protein Secretion,10.1016/j.chembiol.2019.05.006,2018-11-26,Harvard University,['Cell Chemical Biology'],0
1233,Resilience of BST-2/Tetherin structure to single amino acid substitutions,10.7717/peerj.7043,2018-11-26,James Madison Univeristy,[],0
1234,Structural basis for ion selectivity in TMEM175 K+ channels,10.7554/eLife.53683,2018-11-28,"Paul Scherrer Institut, Villigen, Switzerland",[],0
1236,Effect of partial substitution of rice with sorghum and inclusion of hydrolyzable tannins on digestibility and postprandial glycemia in adult dogs,10.1371/journal.pone.0208869,2018-11-28,Federal University of Rio Grande do Sul,['PLoS ONE'],0
1238,Structural basis of Cullin-2 RING E3 ligase regulation by the COP9 signalosome,10.1038/s41467-019-11772-y,2018-11-29,King's College London,['Nat Commun'],4
1239,Molecular fingerprints for a novel glucosamine kinase family in Actinobacteria,10.1128/mBio.00239-19,2018-11-29,IBMC-Instituto de Biologia Molecular e Celular,['mBio'],0
1241,A structure-based model for the electrostatic interaction of the N-terminus of protein tau with the fibril core of Alzheimer’s Disease filaments,10.1016/j.jalz.2019.06.775,2018-11-30,UCLA,"[""Alzheimer's & Dementia""]",0
1242,Modified TCA/acetone precipitation of plant proteins for proteomic analysis,10.1371/journal.pone.0202238,2018-12-01,Henan Agricultural University,['PLoS ONE'],9
1243,Protein stability engineering insights revealed by domain-wide comprehensive mutagenesis,10.1073/pnas.1903888116,2018-12-02,Xencor,['Proc Natl Acad Sci USA'],8
1245,FtsZ assembles the bacterial cell division machinery by a diffusion-and-capture mechanism,10.1038/s41564-019-0657-5,2018-12-03,IST Austria,['Nat Microbiol'],1
1246,A well-controlled BioID design for endogenous bait proteins,10.1021/acs.jproteome.8b00367,2018-12-04,Ghent University,['J. Proteome Res.'],1
1247,Structural basis for ion selectivity in TMEM175 K+ channels,10.7554/eLife.53683,2018-12-04,"Paul Scherrer Institut, Villigen, Switzerland",[],0
1249,Assembly and early maturation of large subunit precursors,10.1261/rna.069799.118,2018-12-04,Rockefeller University,['RNA'],2
1250,"Semi-in vitro Reconstitution of Roseocin, a Two-Component Lantibiotic from an Actinomycete",10.1111/mmi.14419,2018-12-04,"Department of Biochemistry, BMS Block-II, Panjab University, Sector-25, Chandigarh",['Mol Microbiol'],0
1251,"Molecular complexity of the major urinary protein system of the Norway rat, Rattus norvegicus",10.1038/s41598-019-46950-x,2018-12-06,"Centre for Proteome Research, Institute of Integrative Biology, University of Liverpool",['Sci Rep'],2
1252,S-acylated Golga7b stabilises DHHC5 at the plasma membrane to regulate desmosome assembly and cell adhesion.,10.15252/embr.201847472,2018-12-06,University of Sheffield,['EMBO Rep'],0
1253,Bacteria boost mammalian host NAD metabolism by engaging the deamidated biosynthesis pathway,10.1016/j.cmet.2020.02.001,2018-12-07,National Institute of Environmental Health Sciences,['Cell Metabolism'],0
1254,Engineering of chimeric polyketide synthases using SYNZIP docking domains,10.1021/acschembio.8b01060,2018-12-07,"Institute of Organic Chemistry and Chemical Biology, BMLS, Goethe University Frankfurt",['ACS Chem. Biol.'],5
1258,A practical method for efficient and optimal production of selenomethionine-labeled recombinant protein complexes in the insect cells,10.1002/pro.3575,2018-12-09,Indiana University School of Medicine,['Protein Science'],0
1259,Cosolvent Effects on the Growth of Protein Aggregates Formed by a Single Domain Globular Protein and an Intrinsically Disordered Protein,10.1021/acs.jpcb.8b11128,2018-12-09,Indian Institute of Science,['J. Phys. Chem. B'],4
1260,Selectivity among anti-σ factors by Mycobacterium tuberculosis ClpX influences intracellular levels of Extracytoplasmic Function σ factors,10.1128/jb.00748-18,2018-12-10,Indian Institute of Science,['J Bacteriol'],0
1262,Structural Basis for Stereoselective Dehydration and Hydrogen-Bonding Catalysis by the SAM-Dependent Pericyclase LepI,10.1038/s41557-019-0294-x,2018-12-10,University of California Los Angeles,['Nat. Chem.'],4
1264,Identification of three sequence motifs in the transcription termination factor Sen1 that mediate direct interactions with Nrd1,10.1016/j.str.2019.04.005,2018-12-10,Columbia University,['Structure'],3
1265,Design and characterisation of mutant and wild-type huntingtin proteins produced from a toolkit of scalable eukaryotic expression systems,10.1074/jbc.RA118.007204,2018-12-10,"Structural Genomics Consortium and Princess Margaret Cancer Centre, University of Toronto, Canada",['J. Biol. Chem.'],1
1268,cGAMP signaling controls a transient surface-associated lifestyle,10.7554/eLife.43959,2018-12-12,University of Utah,[],6
1269,The structural basis of lipid scrambling and inactivation in the endoplasmic reticulum scramblase TMEM16K,10.1038/s41467-019-11753-1,2018-12-12,Oxford University,['Nat Commun'],7
1270,Cryo-EM sample preparation method for extremely low concentration liposomes,10.1016/j.ultramic.2019.112849,2018-12-13,University of Washington,['Ultramicroscopy'],0
1271,Broken symmetry in the human BK channel,10.2139/ssrn.3310822,2018-12-13,University of Washington,['SSRN Journal'],1
1274,Identifying the Biosynthetic Gene Cluster for Triacsins with an N-hydroxytriazene Moiety,10.1002/cbic.201800762,2018-12-13,UC Berkeley,['ChemBioChem'],13
1275,Separate Compartments for Chromosome Entrapment and DNA Binding during SMC translocation,10.1016/j.molcel.2019.05.001,2018-12-13,University of Lausanne,['Molecular Cell'],8
1276,Metabolic proof-reading in Plasmodium berghei: essentiality of phosphoglycolate phosphatase,10.1074/jbc.AC118.007143,2018-12-13,Jawaharlal Nehru Centre for Advanced Scientific Research,['J. Biol. Chem.'],1
1277,Metabolic proof-reading in Plasmodium berghei: essentiality of phosphoglycolate phosphatase,10.1074/jbc.AC118.007143,2018-12-13,Jawaharlal Nehru Centre for Advanced Scientific Research,['J. Biol. Chem.'],1
1278,Optimization of accelerated solvent extraction of fatty acids from Coix seeds using chemometrics methods,10.1007/s11694-019-00095-7,2018-12-14,Shanghai Jiao Tong University,['Food Measure'],1
1279,Conformational changes in Apolipoprotein N-acyltransferase (Lnt),10.1038/s41598-020-57419-7,2018-12-16,Stockholm University,['Sci Rep'],0
1280,Martini bead form factors for nucleic-acids and their application in the refinement of protein/nucleic-acid complexes against SAXS data,10.1107/S1600576719002450,2018-12-16,University of Milano,"['J Appl Cryst', 'J Appl Crystallogr']",3
1281,Circulating Metabolites in Progression to Islet Autoimmunity and Type 1 Diabetes,10.1007/s00125-019-04980-0,2018-12-16,"Turku Centre for Biotechnology, University of Turku and Abo Akademi University, Turku 20520, Finland",['Diabetologia'],2
1284,Structural insights into substrate recognition by the SOCS2 E3 ubiquitin ligase,10.1038/s41467-019-10190-4,2018-12-16,University of Dundee,['Nat Commun'],2
1285,Assembly Defects Abrogate Proofreading by Initiation Factors and License the Entry of Premature Ribosomes into the Translation Cycle,10.1093/nar/gkz825,2018-12-17,Indian Institute of Technology Guwahati,[],2
1286,The heparin-binding proteome in normal pancreas and murine experimental acute pancreatitis,10.1371/journal.pone.0217633,2018-12-17,"Department of Molecular and Clinical Cancer Medicine, University of Liverpool, UK",['PLoS ONE'],4
1288,Dynamic ensemble of HIV-1 RRE stem IIB reveals non-native conformations that disrupt the Rev binding site,10.1093/nar/gkz498,2018-12-18,Duke University,[],10
1293,Structural analysis of phosphorylation-associated interactions of MCC to Scribble PDZ domains,10.1111/febs.15002,2018-12-19,La Trobe University,['FEBS J'],1
1295,Spliceosomal Prp8 intein at the crossroads of protein and RNA splicing,10.1371/journal.pbio.3000104,2018-12-20,University at Albany State University of New York,['PLoS Biol'],0
1298,Identifying small molecule probes of ENTPD5 through high throughput screening,10.1371/journal.pone.0210305,2018-12-21,Univ of Illinois at Chicago,['PLoS ONE'],1
1301,Structures of the Human Spliceosomes Before and After Release of the Ligated Exon,10.1038/s41422-019-0143-x,2018-12-21,Tsinghua University,['Cell Res'],12
1302,Convergent Allostery in Ribonucleotide Reductase,10.1038/s41467-019-10568-4,2018-12-21,Cornell University,['Nat Commun'],7
1304,Are Zinc oxide nanoparticles safe? A structural study on human serum albumin using in vitro and in silico methods,10.1080/07391102.2019.1711189,2018-12-21,Golestan University,['Journal of Biomolecular Structure and Dynamics'],0
1305,Navigating the structural landscape of de novo α-helical bundles,10.1021/jacs.8b13354,2018-12-21,University of Bristol,['J. Am. Chem. Soc.'],5
1306,Bioorthogonal labeling with tetrazine-dyes forsuper-resolution microscopy,10.1038/s42003-019-0518-z,2018-12-21,"Department of Biotechnology and Biophysics, University of Wuerzburg",['Commun Biol'],5
1307,Pyrophosphate modulates stress responses via SUMOylation,10.7554/eLife.44213,2018-12-22,Centre for Organismal Studies Heidelberg,[],1
1310,Structures of the Human Spliceosomes Before and After Release of the Ligated Exon,10.1038/s41422-019-0143-x,2018-12-22,Tsinghua University,['Cell Res'],12
1312,Structures of the PKA RIα holoenzyme with the FLHCC driver J-PKAcα or wild type PKAcα,10.1016/j.str.2019.03.001,2018-12-22,"Center for Cancer Research, National Cancer Institute, Frederick, MD, USA",['Structure'],3
1313,Full Atomistic Model Of Prion Structure And Conversion,10.1371/journal.ppat.1007864,2018-12-22,University of Trento,['PLoS Pathog'],15
1315,Structures of the Human Spliceosomes Before and After Release of the Ligated Exon,10.1038/s41422-019-0143-x,2018-12-25,Tsinghua University,['Cell Res'],12
1318,"Structure and mechanism of TagA, a novel membrane-associated glycosyltransferase that produces wall teichoic acids in pathogenic bacteria",10.1371/journal.ppat.1007723,2018-12-28,University of California Los Angeles,['PLoS Pathog'],2
1322,Biophysical characterizations of the recognition of the AAUAAA polyadenylation signal,10.1261/rna.070870.119,2018-12-30,Columbia University,['RNA'],0
1323,Structural basis of sterol recognition by human hedgehog receptor PTCH1,10.1126/sciadv.aaw6490,2018-12-30,Paul Scherrer Institute,['Sci. Adv.'],7
1325,A complex containing lysine-acetylated actin inhibits the formin INF2,10.1038/s41556-019-0307-4,2018-12-31,Geisel School of Medicine at Dartmouth,['Nat Cell Biol'],10
1327,Cysteine oxidation triggers amyloid fibril formation of the tumor suppressor p16INK4A,10.1016/j.redox.2019.101316,2019-01-02,University Medical Center Utrecht,['Redox Biology'],1
1329,In vitro analysis of RNA polymerase II elongation complex dynamics,10.1101/gad.324202.119,2019-01-02,Harvard Medical School,['Genes Dev.'],3
1330,A staphylococcal cyclophilin carries a single domain and unfolds via the formation of an intermediate that preserves cyclosporin A binding activity,10.1371/journal.pone.0210771,2019-01-03,Bose Institute,['PLoS ONE'],1
1333,Identification of Factors Complicating Bioluminescence Imaging,10.1021/acs.biochem.8b01303,2019-01-03,University of Virginia,['Biochemistry'],5
1339,Kinetics of enzymatic mercury methylation at nanomolar concentrations catalyzed by HgcAB,10.1128/aem.00438-19,2019-01-04,Oak Ridge National Laboratory,['Appl Environ Microbiol'],1
1340,Principles for enhancing virus capsid capacity and stability from a thermophilic virus capsid structure,10.1038/s41467-019-12341-z,2019-01-05,University of Massachusetts Medical School,['Nat Commun'],2
1341,Identification of Factors Complicating Bioluminescence Imaging,10.1021/acs.biochem.8b01303,2019-01-04,University of Virginia,['Biochemistry'],5
1342,Hypoxia induces rapid changes to histone methylation reprogramming chromatin for the cellular response,10.1126/science.aau5870,2019-01-06,University of Liverpool,['Science'],44
1343,High concentration and yield production of mannose from acai (Euterpe oleracea) seeds via diluted-acid and mannanase-catalyzed hydrolysis,10.1038/s41598-019-47401-3,2019-01-07,National Institute of Technology,['Sci Rep'],1
1344,Active site plasticity and possible modes of chemical inhibition of the human DNA deaminase APOBEC3B,10.1096/fba.2019-00068,2019-01-07,University of Minnesota,['FASEB BioAdvances'],0
1345,Systematic Development Of Sandwich Immunoassays For The Plasma Secretome,10.1002/pmic.201900008,2019-01-08,"Science for Life Laboratory, KTH - Royal Institute of Technology, Box 1031, 171 21 Solna, Sweden",['Proteomics'],2
1346,The crystal structure of Klebsiella pneumoniae FeoA reveals a site for protein-protein interactions,10.1002/prot.25755,2019-01-08,"University of Maryland, Baltimore County",['Proteins'],0
1347,"Post-translational modifications of Drosophila melanogaster HOX protein, Sex combs reduced",10.1371/journal.pone.0227642,2019-01-08,The University of Western Ontario,['PLoS ONE'],0
1348,Comprehensive substrate specificity profiling of the human nek kinome reveals unexpected signaling outputs,10.7554/eLife.44635,2019-01-08,Massachusetts Institute of Technology,[],4
1350,"Partial ligand-receptor engagement yields functional bias at the human complement receptor, C5aR1",10.1074/jbc.ra119.007485,2019-01-09,IIT Kanpur,['J. Biol. Chem.'],4
1352,Visualizing structural transitions of ligand-dependent gating of the TRPM2 channel,10.1038/s41467-019-11733-5,2019-01-09,Duke University,['Nat Commun'],3
1354,A practical method for efficient and optimal production of selenomethionine-labeled recombinant protein complexes in the insect cells,10.1002/pro.3575,2019-01-09,Indiana University School of Medicine,['Protein Science'],0
1355,Global analysis of methionine oxidation provides a census of folding stabilities for the human proteome,10.1073/pnas.1819851116,2019-01-10,University of Rochester,['Proc Natl Acad Sci USA'],11
1357,Structural basis for functional interactions in dimers of SLC26 transporters,10.1038/s41467-019-10001-w,2019-01-11,Goethe University Frankfurt,['Nat Commun'],9
1359,"Coupling of ATPase activity, microtubule binding and mechanics in the dynein motor domain",10.15252/embj.2018101414,2019-01-11,"Skirball Institute of Biomolecular Medicine, New York University School of Medicine",['EMBO J'],0
1361,rEXPAR: an isothermal amplification scheme that is robust to autocatalytic parasites,10.1021/acs.biochem.9b00063,2019-01-11,"Sorbonne Université and CNRS, Laboratoire Jean Perrin, Paris, France",['Biochemistry'],6
1365,The generation of a comprehensive spectral library for the analysis of the guinea pig proteome by SWATH-MS.,10.1002/pmic.201900156,2019-01-14,"Cardiovascular Research Centre, Institute of Genetic Medicine, Newcastle University",['Proteomics'],1
1368,Chromokinesins NOD and KID Use Distinct ATPase Mechanisms and Microtubule Interactions to Perform a Similar Function,10.1021/acs.biochem.9b00011,2019-01-15,Indiana University,['Biochemistry'],1
1371,Pat1 promotes processing body assembly by enhancing the phase separation of the DEAD-box ATPase Dhh1 and RNA,10.7554/elife.41415,2019-01-15,ETH Zurich,[],10
