,title,published
2007,Controlling Organization and Forces in Active Matter Through Optically-Defined Boundaries,10.1038/s41586-019-1447-1
2008,Characterizing and inferring epistasis via direct evolutionary couplings in models of allostery,10.1371/journal.pcbi.1007630
2011,Kinesin-5 promotes microtubule nucleation and assembly by stabilizing a lattice-competent conformation of tubulin,10.1016/j.cub.2019.05.075
2014,Analytical expressions and physical principles for single-cell mRNA distributions of the lac operon of Escherichia coli,10.1016/j.bpj.2019.06.029
2015,Geometric control of frequency modulation of cAMP oscillations due to Ca2+-bursts in dendritic spines,10.1016/j.bpj.2019.10.004
2016,ICA512 RESP18 homology domain is a protein condensing factor and insulin fibrillation inhibitor,10.1074/jbc.ra119.007607
2018,Molecular noise of innate immunity shapes bacteria-phage ecologies,10.1371/journal.pcbi.1007168
2019,Molecular mechanism of TRPV2 channel modulation by cannabidiol,10.7554/eLife.48792
2021,Dynamic Change of Electrostatic Field in TMEM16F Permeation Pathway Shifts Its Ion Selectivity,10.7554/elife.45187
2022,Molecular recognition of M1-linked ubiquitin chains by native and phosphorylated UBAN domains,10.1016/j.jmb.2019.06.012
2024,Direct Coupling Analysis of Epistasis in Allosteric Materials,10.1371/journal.pcbi.1007630
2026,The HCN Channel Voltage Sensor Undergoes A Large Downward Motion During Hyperpolarization,10.1038/s41594-019-0259-1
2027,Computational modeling reveals frequency modulation of calcium-cAMP/PKA pathway in dendritic spines,10.1016/j.bpj.2019.10.003
2028,The GRASP domain in Golgi Reassembly and Stacking Proteins: differences and similarities between lower and higher Eukaryotes,10.1111/febs.14869
2029,RPA phosphorylation regulates DNA resection,10.1016/j.molcel.2019.05.005
2030,An integrated microfluidic platform for quantifying drug permeation across biomimetic vesicle membranes,10.1021/acs.molpharmaceut.9b00086
2033,Organization and Regulation of Chromatin by Liquid-Liquid Phase Separation,10.1016/j.cell.2019.08.037
2034,Nanoscopic Stoichiometry and Single-Molecule Counting,10.1002/smtd.201900082
2035,The statistics of noisy growth with mechanical feedback in elastic tissues,10.1073/pnas.1816100116
2038,Modeling enamel matrix secretion in mammalian teeth,10.1371/journal.pcbi.1007058
2039,Stoichiometric quantification of spatially dense assemblies with qPAINT,10.1039/C9NR00472F
2041,ICA512 RESP18 homology domain is a protein condensing factor and insulin fibrillation inhibitor,10.1074/jbc.ra119.007607
2042,"MYOSIN VA TRANSPORT OF LIPOSOMES IN THREE-DIMENSIONAL ACTIN NETWORKS IS MODULATED BY ACTIN FILAMENT DENSITY, POSITION, AND POLARITY",10.1073/pnas.1901176116
2044,Folding landscape of a parallel G-quadruplex,10.1021/acs.jpclett.9b00227
2046,Linking lineage and population observables in biological branching processes,10.1103/PhysRevE.99.042413
2047,"Mechanical and thermodynamic properties of Aβ42, Aβ40 and α-synuclein fibrils: A coarse-grained method to complement experimental studies",10.3762/bjnano.10.51
2048,Emergence of metabolic landscapes in yeast monolayer colonies,10.7554/eLife.47951
2051,A flow extension tethered particle motion assay for single-molecule proteolysis,10.1021/acs.biochem.9b00106
2052,CHAP: a versatile tool for the structural and functional annotation of ion channel pores,10.1016/j.jmb.2019.06.003
2053,Role of Disulfide Bonds and Topological Frustration in the Kinetic Partitioning of Lysozyme Folding Pathways,10.1021/acs.jpcb.9b00739
2055,Empirical and Computational Comparison of Alternative Therapeutic Exon Skip Repairs for Duchenne Muscular Dystrophy,10.1021/acs.biochem.9b00062
2056,A simple linearization method unveils hidden enzymatic assay interferences,10.1016/j.bpc.2019.106193
2057,A Matched-filter Based Algorithm for Subcellular Classification of T-system in Cardiac Tissues,10.1016/j.bpj.2019.03.010
2058,Mechanical feedback enables catch bonds to selectively stabilize scanning microvilli at T-cell surfaces,10.1091/mbc.e19-01-0048
2059,FISIK: Framework for the Inference of in Situ Interaction Kinetics from single-molecule imaging data,10.1016/j.bpj.2019.07.050
2060,Empirical and Computational Comparison of Alternative Therapeutic Exon Skip Repairs for Duchenne Muscular Dystrophy,10.1021/acs.biochem.9b00062
2061,Structural Determinants of Coiled Coil Mechanics,10.1039/c9cp00665f
2062,Bayesian Multiple Emitter Fitting using Reversible Jump Markov Chain Monte Carlo,10.1038/s41598-019-50232-x
2065,"Available energy fluxes drive a transition in the diversity, stability, and functional structure of microbial communities",10.1371/journal.pcbi.1006793
2068,Molecular Dynamics Simulations of the Interaction of Mouse and Torpedo Acetylcholinesterase with Covalent Inhibitors Explain Their Differential Reactivity: Implications for Drug Design,10.1016/j.cbi.2019.06.028
2070,DeepTRIAGE: Interpretable and Individualised BiomarkerScores using Attention Mechanism for the Classification of Breast Cancer Sub-types,10.1186/s12920-020-0658-5
2072,Structural basis for the recognition of K48-linked Ub chain by proteasomal receptor Rpn13,10.1038/s41421-019-0089-7
2073,High-speed device synchronization in optical microscopy with an open-source hardware control platform,10.1038/s41598-019-48455-z
2077,3D Ultrastructure of the Cochlear Outer Hair Cell Lateral Wall Revealed By Electron Tomography,10.3389/fncel.2019.00560
2078,Neuropathy-related mutations alter the membrane binding properties of the human myelin protein P0 cytoplasmic tail,10.1371/journal.pone.0216833
2079,The Metabolites NADP+ and NADPH are the Targets of the Circadian Protein Nocturnin (Curled),10.1038/s41467-019-10125-z
2080,Energy Landscape of the Domain Movement in Staphylococcus aureus UDP-N-acetylglucosamine 2-epimerase,10.1016/j.jsb.2019.05.004
2081,Argonaute bypasses cellular obstacles without hindrance during target search,10.1038/s41467-019-12415-y
2082,Long-term Brillouin imaging of live cells with reduced absorption-mediated damage at 660nm wavelength,10.1364/boe.10.001567
2083,Neuropathy-related mutations alter the membrane binding properties of the human myelin protein P0 cytoplasmic tail,10.1371/journal.pone.0216833
2085,Hydrogen Bond Donors and Acceptors are Generally Depolarizedin α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859
2086,Conformational and dynamical plasticity in substrate-binding proteins underlies selective transport in ABC importers,10.7554/eLife.44652
2087,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859
2088,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859
2089,The phage L capsid decoration protein has a novel OB-fold and an unusual capsid binding strategy,10.7554/eLife.45345
2090,Functional intra-operative guidance of the cavernous nerve network using near-infrared cyanine voltage-sensitive dye imaging: relevance for nerve-sparing radical prostatectomy,10.1038/s41598-020-63588-2
2091,Synaptotagmin-1 and Doc2b exhibit distinct membrane remodeling mechanisms,10.1016/j.bpj.2019.12.021
2092,Effect of Adhesion and Substrate Elasticity on Neutrophil Extracellular Trap Formation,10.3389/fimmu.2019.02320
2093,Structure-based methyl resonance assignment with MethylFLYA,10.1038/s41467-019-12837-8
2095,"Continuous, Topologically Guided Protein Crystallization Controls Bacterial Surface Layer Self-Assembly",10.1038/s41467-019-10650-x
2096,First Crystal Structure of a Non-Structural Hepatitis E Viral Protein Identifies a Putative Novel Zinc-Binding Protein,10.1128/JVI.00170-19
2097,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859
2098,Modeling enamel matrix secretion in mammalian teeth,10.1371/journal.pcbi.1007058
2099,Mechanism of electroneutral sodium/proton antiporter from transition-path shooting,10.1038/s41467-019-09739-0
2101,A Brownian ratchet model explains the biased sidestepping movement of single-headed kinesin-3 KIF1A,10.1016/j.bpj.2019.05.011
2104,Simultaneous tracking of cell motility in liquid and at the solid-liquid interface,10.1128/mSystems.00390-19
2105,DLITE: Dynamic Local Intercellular Tension Estimation,10.1016/j.bpj.2019.09.034
2106,Interactions of nuclear transport factors and surface-conjugated FG nucleoporins: Insights and limitations,10.1371/journal.pone.0217897
2108,Multiscale model of integrin adhesion assembly,10.1371/journal.pcbi.1007077
2109,A semi-automatic dispenser for solid and liquid food in aquatic facilities,10.1089/zeb.2019.1733
2111,Asymmetric Tug-of-War leads to Cooperative Transport of a Cargo by Multiple Kinesins,10.7554/eLife.50974
2112,Symmetry transitions during gating of the TRPV2 ion channel in lipid membranes,10.7554/eLife.45779
2113,A unified rheological model for cells and cellularised materials,10.1098/rsos.190920
2115,Chasing the full free energy landscape of neuroreceptor/ligand unbinding by metadynamics simulations,10.1021/acs.jctc.9b00118
2118,Dynamical model of the CLC-2 ion channel exhibits a two-step gating mechanism,10.1371/journal.pcbi.1007530
2119,BEES: Bayesian Ensemble Estimation from SAS,10.1016/j.bpj.2019.06.024
2120,"Sequence effects on size, shape, and structural heterogeneity in Intrinsically Disordered Proteins",10.1021/acs.jpcb.9b02575
2124,The kinetics of nucleotide binding to isolated Chlamydomonas axonemes using UV-TIRF microscopy,10.1016/j.bpj.2019.07.004
2126,Combining 3D single molecule localization strategies for reproducible bioimaging,10.1038/s41467-019-09901-8
2128,Activation mechanism of ATP-sensitive K+ channels explored with real-time nucleotide binding,10.7554/elife.41103
2130,Dynamics of living cells in a cytomorphological state space,10.1073/pnas.1902849116
2131,Bridging the gap between single cell migration and collective dynamics,10.7554/eLife.46842
2134,Chiroptical Kirigami Modulators for Terahertz Circular Dichroism Spectroscopy of Biomaterials,10.1038/s41563-019-0404-6
2135,Dynamic Aha1 Co-Chaperone Binding to Human Hsp90,10.1002/pro.3678
2136,Dynamics of living cells in a cytomorphological state space,10.1073/pnas.1902849116
2137,Ion Condensation onto Ribozyme is Site-Specific and Fold-Dependent,10.1016/j.bpj.2019.04.037
2139,Structure of the SARS-CoV NSP12 polymerase bound to NSP7 and NSP8 co-factors,10.1038/s41467-019-10280-3
2141,Bridging the gap between single cell migration and collective dynamics,10.7554/eLife.46842
2143,Dynamic clustering regulates activity of mechanosensitive membrane channels,10.1103/PhysRevLett.124.048102
2145,Local-to-global signal transduction at the core of the Mn2+ sensing riboswitch,10.1038/s41467-019-12230-5
2146,A Heuristic Derived from Analysis of the Ion Channel Structural Proteome Permits the Rapid Identification of Hydrophobic Gates,10.1073/pnas.1902702116
2150,Varying crosslinking motifs drive the mesoscale mechanics of actin-microtubule composites,10.1038/s41598-019-49236-4
2151,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002
2152,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002
2154,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002
2155,The allosteric mechanism of substrate-specific transport in SLC6 is mediated by a volumetric sensor,10.1073/pnas.1903020116
2157,3D computational models explain muscle activation patterns and energetic functions of internal structures in fish swimming,10.1371/journal.pcbi.1006883
2158,Myosin Orientation in a Muscle Fiber Determined with High Angular Resolution Using Bifunctional Spin Labels,10.1085/jgp.201812210
2159,Depth-dependent PSF calibration and aberration correction for 3D single-molecule localization,10.1364/boe.10.002708
2160,Disrupted mechanobiology links the molecular and cellular phenotypes in familial dilated cardiomyopathy,10.1073/pnas.1910962116
2161,Structural Insights into Hearing Loss Genetics from Polarizable Protein Repacking,10.1016/j.bpj.2019.06.030
2162,Microfluidic protein isolation and sample preparation for high resolution cryo-EM,10.1073/pnas.1907214116
2164,"HIV-1 Gag specifically restricts PI(4,5)P2 and cholesterol mobility in living cells creating a nanodomain platform for virus assembly.",10.1126/sciadv.aaw8651
2165,MAP7 recruits kinesin-1 to microtubules to direct organelle transport,10.1074/jbc.RA119.008052
2166,Depth-dependent PSF calibration and aberration correction for 3D single-molecule localization,10.1364/boe.10.002708
2167,FISIK: Framework for the Inference of in Situ Interaction Kinetics from single-molecule imaging data,10.1016/j.bpj.2019.07.050
2168,Programming conventional electron microscopes for solving ultrahigh-resolution structures of small and macro-molecules,10.1021/acs.analchem.9b01162
2169,Cardiolipin-dependent Properties of Model Mitochondrial Membranes from Molecular Dynamics Simulations,10.1016/j.bpj.2019.06.023
2170,Mathematical models incorporating a multi-stage cell cycle explain synchronisation in proliferation experiments,10.1098/rsif.2019.0382
2171,"A comparative anatomy of protein crystals: lessons from the automatic processing of 56,000 samples",10.1107/S2052252519008017
2172,High-resolution cryo-EM structures of the E. coli hemolysin ClyA oligomers,10.1371/journal.pone.0213423
2174,Mechanochemical coupling and junctional forces during collective cell migration,10.1016/j.bpj.2019.05.020
2175,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5
2176,A multiscale analysis of DNA phase separation: From atomistic to mesoscale level,10.1093/nar/gkz377
2180,Determining cellular CTCF and cohesin abundances to constrain 3D genome models,10.7554/eLife.40164
2181,A small viral potassium ion channel with an inherent inward rectification,10.1080/19336950.2019.1605813
2182,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5
2183,"Modified Potential Functions Result in Enhanced Predictions of a Protein Complex by All-Atom MD Simulations, Confirming a Step-wise Association Process for Native PPIs",10.1021/acs.jctc.9b00195
2187,Classification of RNA backbone conformation into rotamers using 13C' chemical shifts: How far we can go?,10.7717/peerj.7904
2188,Serial femtosecond X-ray diffraction of HIV-1 Gag MA-IP6 microcrystals at ambient temperature,10.3390/ijms20071675
2189,SESCA: Predicting Circular Dichroism Spectra from Protein Molecular Structures,10.1021/acs.jctc.9b00203
2190,Searching the optimal folding routes of a Complex Lasso protein,10.1016/j.bpj.2019.05.025
2191,Triple Arginines as Molecular Determinants for Pentameric Assembly of the Intracellular Domain of 5-HT3A Receptors,10.1085/jgp.201912421
2192,Modeling cell shape diversity arising from complex Rho GTPase dynamics,10.1016/j.bpj.2020.01.035
2193,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5
2196,Discrete Mechanical Growth Model for Plant Tissue,10.1371/journal.pone.0221059
2197,A biophysical model of Epithelial-Mesenchymal Transition uncovers the frequency and size distribution of Circulating Tumor Cell clusters across cancer types,10.1158/0008-5472.CAN-19-1726
2198,Probing Ligand and Cation Binding Sites in G-Quadruplex Nucleic Acids by Mass Spectrometry and Electron Photodetachment Dissociation Sequencing,10.1039/C9AN00398C
2199,Reconciling simulated ensembles of apomyoglobin with experimental HDX data using Bayesian inference and multi-ensemble Markov State Models,10.1021/acs.jctc.9b01240
2201,Quantitative modelling predicts the impact of DNA methylation on RNA polymerase II traffic,10.1073/pnas.1903549116
2202,Side chain to main chain hydrogen bonds stabilize a polyglutamine helix in the activation domain of a transcription factor,10.1038/s41467-019-09923-2
2205,Self-assembly of polymer-encased lipid nanodiscs and membrane protein reconstitution,10.1021/acs.jpcb.9b03681
2206,Comment on 'Valid molecular dynamics simulations of human hemoglobin require a surprisingly large box size',10.7554/eLife.44718
2207,The size of the immune repertoire of bacteria,10.1073/pnas.1903666117
2208,Robust Determination of Protein Allosteric Signaling Pathways,10.1021/acs.jctc.8b01197
2210,Bridging the gap between single-cell migration and collective dynamics,10.7554/eLife.46842
2211,Computational Design of Myristoylated Cell Penetrating Peptides Targeting Oncogenic K-Ras.G12D at the Effector Binding Membrane Interface,10.1021/acs.jcim.9b00690
2212,Mechanism of allosteric activation of human mRNA cap methyltransferase (RNMT) by RAM: Insights from accelerated molecular dynamics simulations,10.1093/nar/gkz613
2213,Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation,10.1042/BSR20191024
2215,A Complex Interplay of Anionic Phospholipid Binding Regulates 3-Phosphoinositide-Dependent-Kinase-1 Homodimer Activation,10.1038/s41598-019-50742-8
2217,Allosteric studies of an open pH gate KcsA mutant in its activated and inactivated states,10.1073/pnas.1908828117
2218,Mouth Function Determines The Shape Oscillation Pattern In Regenerating Hydra Tissue Spheres,10.1016/j.bpj.2019.07.051
2220,TmDOTP : An NMR- based Thermometer for Magic Angle Spinning NMR Experiments,10.1016/j.jmr.2019.106574
2221,"A comparative anatomy of protein crystals: lessons from the automatic processing of 56,000 samples",10.1107/S2052252519008017
2222,Fragment-based screening identifies molecules targeting the substrate-binding ankyrin repeat domains of tankyrase,10.1038/s41598-019-55240-5
2223,A Cryo-EM Grid Preparation Device for Time-Resolved Structural Studies,10.1107/S2052252519011345
2225,Allostery in oligomeric receptor models,10.1093/imammb/dqz016
2226,Single-organelle quantification reveals the stoichiometric and structural variability of carboxysomes dependent on the environment,10.1105/tpc.18.00787
2227,Effects of lipid composition on membrane distribution and permeability of natural quinones,10.1039/C9RA01681C
2228,Mapping the 3D genome through high speed single-molecule tracking of functional transcription factors in single living cells,10.1016/j.ymeth.2019.06.021
2230,Ephemeral states in protein folding under force captured with a novel magnetic tweezers design,10.1073/pnas.1821284116
2231,Stiffness and tension gradients of the hair cell’s tip-link complex in the mammalian cochlea,10.7554/eLife.43473
2232,Studies of allosteric coupling in KcsA using a constitutively open mutant,10.1073/pnas.1908828117
2233,Energy Landscape of the Domain Movement in Staphylococcus aureus UDP-N-acetylglucosamine 2-epimerase,10.1016/j.jsb.2019.05.004
2235,Reorientation and propulsion in fast-starting zebrafish larvae: an inverse dynamics analysis,10.1242/jeb.203091
2239,Intrinsically disordered nuclear pore proteins show ideal-polymer morphologies and dynamics,10.1103/PhysRevE.101.022420
2240,Mechanical stress compromises multicomponent efflux complexes in bacteria,10.1073/pnas.1909562116
2242,Bioelectrical signaling via domain wall migration,10.1038/s41567-019-0765-4
2244,Balanced internal hydration discriminates substrate binding to respiratory complex I,10.1016/j.bbabio.2019.05.004
2245,The orientation of a membrane probe from structural analysis by enhanced Raman scattering,10.1016/j.bbamem.2019.183109
2247,Intrinsically disordered nuclear pore proteins show ideal-polymer morphologies and dynamics,10.1103/PhysRevE.101.022420
2248,Intense Pulsed Electric Fields Denature Urease Protein,10.1089/bioe.2019.0021
2249,The importance of being cross-linked for the bacterial cell wall,10.1103/PhysRevE.100.062408
2252,Revealing evolutionary constraints on proteins through sequence analysis,10.1371/journal.pcbi.1007010
2253,Bioelectrical signaling via domain wall migration,10.1038/s41567-019-0765-4
2254,The Use of iPSC-Derived Cardiomyocytes and Optical Mapping for Erythromycin Arrhythmogenicity Testing,10.1007/s12012-019-09532-x
2255,Heterogeneous loop model to infer 3D chromosome structures from Hi-C,10.1016/j.bpj.2019.06.032
2256,Bistability and oscillations in cooperative microtubule and kinetochore dynamics in the mitotic spindle,10.1088/1367-2630/ab7ede
2257,Flow arrest in the plasma membrane,10.1016/j.bpj.2019.07.001
2258,"The roles of microtubules and membrane tension in axonal beading, retraction, and atrophy",10.1016/j.bpj.2019.07.046
2259,SPHIRE-crYOLO: A fast and accurate fully automated particle picker for cryo-EM,10.1038/s42003-019-0437-z
2260,Superresolved microparticle traction force microscopy reveals subcellular force patterns in immune cell-target interactions,10.1038/s41467-019-13804-z
2261,A distributed lattice of aligned atoms exists in a protein structure: A hierarchical clustering study of displacement parameters in bovine trypsin,10.1038/s41598-019-55777-5
2262,Effective concentrations enforced by intrinsically disordered linkers are governed by polymer physics,10.1073/pnas.1904813116
2266,Proton uptake mechanism in bacteriorhodopsin captured by serial synchrotron crystallography,10.1126/science.aaw8634
2267,3D rotational motion of an endocytic vesicle on a complex microtubule network in a living cell,10.1364/BOE.10.006611
2268,Short-time fractal analysis of biological autoluminescence,10.1371/journal.pone.0214427
2269,Comparative Analysis of Electrostatic Models for Ligand Docking,10.3389/fmolb.2019.00052
2270,SMAUG: Analyzing single-molecule tracks with nonparametric Bayesian statistics,10.1016/j.ymeth.2020.03.008
2272,Damped White Noise Diffusion with Memory for Diffusing Microprobes in Ageing Fibrin Gels,10.1016/j.bpj.2019.08.014
2273,Synergy of Topoisomerase and Structural-Maintenance-of Chromosomes Proteins Creates a Universal Pathway to Simplify Genome Topology,10.1073/pnas.1815394116
2274,Theory on the looping mediated stochastic propulsion of transcription factors along DNA,10.1088/1742-5468/ab632d
2275,Computational estimation of ms-sec atomistic folding times,10.1021/jacs.8b10735
2276,Studies of allosteric coupling in KcsA using a constitutively open mutant,10.1073/pnas.1908828117
2278,High-Affinity Binding of Chemokine Analogs that Display Ligand Bias at the HIV-1 Co-receptor CCR5,10.1016/j.bpj.2019.07.043
2279,High-resolution cryo-EM structures of outbreak strain human norovirus shells reveal size variations,10.1073/pnas.1903562116
2282,ZapA stabilizes FtsZ filament bundles without slowing down treadmilling dynamics,10.1038/s41467-019-13702-4
2284,Substrate-rigidity dependent migration of an idealized twitching bacterium,10.1039/c9sm00541b
2286,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020
2288,Insight into dynamics of APOBEC3G protein in complexes with DNA assessed by high speed AFM,10.1039/C9NA00457B
2291,Stimulus-responsive self-assembly of protein-based fractals by computational design,10.1038/s41557-019-0277-y
2292,Interactions of nuclear transport factors and surface-conjugated FG nucleoporins: Insights and limitations,10.1371/journal.pone.0217897
2293,ZapA stabilizes FtsZ filament bundles without slowing down treadmilling dynamics,10.1038/s41467-019-13702-4
2294,Nuclear pores as versatile reference standards for quantitative superresolution microscopy,10.1038/s41592-019-0574-9
2295,Enchained growth and cluster dislocation: a possible mechanism for microbiota homeostasis,10.1371/journal.pcbi.1006986
2297,Universal surface-to-volume scaling and aspect ratio homeostasis in rod-shaped bacteria,10.7554/eLife.47033
2299,Decomposing information into copying versus transformation,10.1098/rsif.2019.0623
2300,Adaptive optics allows 3D STED-FCS measurements in the cytoplasm of living cells,10.1364/OE.27.023378
2301,The non-dominant AAA+ ring in the ClpAP protease functions as an anti-stalling motor to accelerate protein unfolding and translocation,10.1016/j.celrep.2020.01.110
2302,Modulation of kinesin’s load-bearing capacity by force geometry and the microtubule track,10.1016/j.bpj.2019.10.045
2303,Serial femtosecond X-ray diffraction of HIV-1 Gag MA-IP6 microcrystals at ambient temperature,10.3390/ijms20071675
2304,How signals of calcium ions initiate the beats of cilia and flagella,10.1016/j.biosystems.2019.103981
2305,Modulation of kinesin’s load-bearing capacity by force geometry and the microtubule track,10.1016/j.bpj.2019.10.045
2307,DeepTRIAGE: Interpretable and Individualised BiomarkerScores using Attention Mechanism for the Classification of Breast Cancer Sub-types,10.1186/s12920-020-0658-5
2311,Polyphosphate initiates tau aggregation through intra- and intermolecular scaffolding,10.1016/j.bpj.2019.07.028
2314,Single particle diffusion characterization by deep learning,10.1016/j.bpj.2019.06.015
2315,Lipid Interactions of a Ciliary Membrane TRP Channel: Simulation and Structural Studies of Polycystin-2 (PC2),10.1016/j.str.2019.11.005
2316,HDX-MS reveals structural determinants for RORγ hyperactivation by synthetic agonists,10.7554/eLife.47172
2318,Automatic structure-based NMR methyl resonance assignment in large proteins,10.1038/s41467-019-12837-8
2319,Observing an antisense drug complex in intact human cells by in-cell NMR,10.1002/cbic.201900297
2320,Structural determinants of microtubule minus end preference in CAMSAP CKK domains,10.1038/s41467-019-13247-6
2325,Conformational gating in ammonia lyases,10.1016/j.bbagen.2020.129605
2326,Molecular basis of egg coat cross-linking sheds light on ZP1-associated female infertility,10.1038/s41467-019-10931-5
2327,Quantification of biomolecular dynamics inside real and synthetic nuclear pore complexes using time-resolved atomic force microscopy,10.1021/acsnano.9b02424
2329,Single-molecule visualization of the effects of ionic strength and crowding on structure-mediated interactions in supercoiled DNA molecules,10.1093/nar/gkz408
2333,Exploring Structural Aspects of the Human Golgi Matrix Protein GRASP55 in Solution,10.1016/j.ijbiomac.2019.05.089
2334,Stability of Nitroxide Biradical TOTAPOL in Biological Samples,10.1016/j.jmr.2019.04.013
2336,On the energetics and stability of a minimal fish school,10.1371/journal.pone.0215265
2338,The Oligomerization Landscape of Histones,10.1016/j.bpj.2019.03.021
2340,Molecular Dynamics Analysis of Mg2+-dependent Cleavage of a Pistol Ribozyme Reveals a Fail-safe Secondary Ion for Catalysis,10.1002/jcc.26179
2342,Tubulin Lattice in Cilia is in a Stressed Form Regulated by Microtubule Inner Proteins,10.1073/pnas.1911119116
2344,Integrative protein modeling in RosettaNMR from sparse paramagnetic restraints,10.1016/j.str.2019.08.012
2345,Protein structure prediction using sparse NOE and RDC restraints with Rosetta in CASP13,10.1002/prot.25769
2346,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020
2347,Automatic structure-based NMR methyl resonance assignment in large proteins,10.1038/s41467-019-12837-8
2348,Single particle diffusion characterization by deep learning,10.1016/j.bpj.2019.06.015
2349,How the Avidity of Polymerase Binding to the -35/-10 Promoter Sites Affects Gene Expression,10.1073/pnas.1905615116
2350,Probing Ligand and Cation Binding Sites in G-Quadruplex Nucleic Acids by Mass Spectrometry and Electron Photodetachment Dissociation Sequencing,10.1039/C9AN00398C
2351,Disease-related single-point mutations alter the global dynamics of a tetratricopeptide (TPR) α-solenoid domain,10.1016/j.jsb.2019.107405
2352,Multiplexed 129Xe HyperCEST MRI detection of genetically-reconstituted bacterial protein nanoparticles in human cancer cells.,10.1155/2020/5425934
2353,"The emergence of sequence-dependent structural motifs in stretched, torsionally constrained DNA",10.1093/nar/gkz1227
2356,Electric-induced reversal of morphogenesis in Hydra regeneration,10.1016/j.bpj.2019.09.007
2357,Supra-molecular organization of the pyoverdine bio-synthetic pathway in Pseudomonas aeruginosa.,10.1017/S0033583519000155
2358,A modeling algorithm for exploring the architecture and construction of bird nests,10.1038/s41598-019-51478-1
2359,Quantifying the mechanics of locomotion of the schistosome pathogen with respect to changes in its physical environment,10.1098/rsif.2018.0675
2360,Interplay Between Short-range Attraction and Long-range Repulsion Controls Reentrant Liquid Condensation of Ribonucleoprotein-RNA Complexes,10.1021/jacs.9b03689
2361,A Thermodynamic Limit on the Role of Self-Propulsion in Enhanced Enzyme Diffusion,10.1016/j.bpj.2019.04.005
2362,The Influence of Molecular Reach and Diffusivity on the Efficacy of Membrane-Confined Reactions,10.1016/j.bpj.2019.08.023
2363,Influenza A matrix protein M1 induces lipid membrane deformation via protein multimerization,10.1042/BSR20191024
2365,"Curvature increases permeability of the plasma membrane for ions, water and the anti-cancer drugs cisplatin and gemcitabine",10.1038/s41598-019-53952-2
2366,Single-molecule imaging of eukaryotic replisomes reveals compositional plasticity,10.1016/j.molcel.2019.10.005
2368,Quantitative comparison of camera technologies for cost-effective Super-resolution Optical Fluctuation Imaging (SOFI),10.1088/2515-7647/ab36ae
2369,Prospects for transcranial temporal interference stimulation in humans: a computational study,10.1016/j.neuroimage.2019.116124
2370,Myelin Basic Protein dynamics from out-of-equilibrium functional state to degraded state in myelin,10.1016/j.bbamem.2020.183256
2371,Modeling enamel matrix secretion in mammalian teeth,10.1371/journal.pcbi.1007058
2373,Automated design of highly diverse riboswitches,10.1021/acssynbio.9b00142
2375,Crowder-induced Conformational Ensemble Shift in Escherichia Coli Prolyl-tRNA Synthetase,10.1016/j.bpj.2019.08.033
2377,RNA polymerases as moving barriers to condensin loop extrusion,10.1073/pnas.1907009116
2378,A spatiotemporal ventricular myocyte model incorporating mitochondrial calcium cycling,10.1016/j.bpj.2019.09.005
2379,tagPAINT: Stoichiometric and covalent labelling of protein tags for multiplexed and quantitative DNA-PAINT imaging,10.1098/rsos.191268
2383,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020
2385,The Israeli Acute Paralysis Virus IRES captures host ribosomes by mimicking a ribosomal state with hybrid tRNAs.,10.15252/embj.2019102226
2386,Direct measurement of X-ray induced heating of microcrystals,10.1107/S1600577519003849
2388,Eye tracking-based estimation and compensation of chromatic offsets for multi-wavelength retinal microstimulation with foveal cone precision,10.1364/boe.10.004126
2391,Proton-control of transitions in an amino-acid transporter,10.1016/j.bpj.2019.07.056
2396,Spatiotemporal organization of branched microtubule networks,10.7554/eLife.43890
2397,Escherichia coli’s physiology can turn membrane voltage dyes into actuators,10.1016/j.bpj.2019.10.030
2399,Mesoscale Modeling of a Nucleosome-Binding Antibody (PL2-6): Mono- vs. Bivalent Chromatin Complexes,10.1016/j.bpj.2019.08.019
2400,"MerMAIDs: A novel family of metagenomically discovered, marine, anion-conducting and intensely desensitizing channelrhodopsins.",10.1038/s41467-019-11322-6
2402,An electrophysiological approach to measure changes in the membrane surface potential in real time,10.1016/j.bpj.2019.06.033
