,title,published,date,author_corresponding_institution,journal,citation_count
2068,Molecular Dynamics Simulations of the Interaction of Mouse and Torpedo Acetylcholinesterase with Covalent Inhibitors Explain Their Differential Reactivity: Implications for Drug Design,10.1016/j.cbi.2019.06.028,2019-01-28,Weizmann Institute of Science,['Chemico-Biological Interactions'],0
2070,DeepTRIAGE: Interpretable and Individualised BiomarkerScores using Attention Mechanism for the Classification of Breast Cancer Sub-types,10.1186/s12920-020-0658-5,2019-01-29,Deakin University,['BMC Med Genomics'],0
2072,Structural basis for the recognition of K48-linked Ub chain by proteasomal receptor Rpn13,10.1038/s41421-019-0089-7,2019-01-29,Zhejiang University School of Medicine,['Cell Discov'],8
2073,High-speed device synchronization in optical microscopy with an open-source hardware control platform,10.1038/s41598-019-48455-z,2019-01-29,Cornell University,['Sci Rep'],0
2077,3D Ultrastructure of the Cochlear Outer Hair Cell Lateral Wall Revealed By Electron Tomography,10.3389/fncel.2019.00560,2019-01-29,Rice University,['Front. Cell. Neurosci.'],0
2078,Neuropathy-related mutations alter the membrane binding properties of the human myelin protein P0 cytoplasmic tail,10.1371/journal.pone.0216833,2019-01-30,University of Bergen,['PLoS ONE'],2
2079,The Metabolites NADP+ and NADPH are the Targets of the Circadian Protein Nocturnin (Curled),10.1038/s41467-019-10125-z,2019-01-30,Princeton University,['Nat Commun'],6
2080,Energy Landscape of the Domain Movement in Staphylococcus aureus UDP-N-acetylglucosamine 2-epimerase,10.1016/j.jsb.2019.05.004,2019-01-30,"Instituto de Fisica de Sao Carlos, Universidade de Sao Paulo",['Journal of Structural Biology'],0
2081,Argonaute bypasses cellular obstacles without hindrance during target search,10.1038/s41467-019-12415-y,2019-01-30,Delft University of Technology,['Nat Commun'],5
2082,Long-term Brillouin imaging of live cells with reduced absorption-mediated damage at 660nm wavelength,10.1364/boe.10.001567,2019-01-30,"University of Maryland, College Park, MD, USA",['Biomed. Opt. Express'],5
2083,Neuropathy-related mutations alter the membrane binding properties of the human myelin protein P0 cytoplasmic tail,10.1371/journal.pone.0216833,2019-01-30,University of Bergen,['PLoS ONE'],2
2085,Hydrogen Bond Donors and Acceptors are Generally Depolarizedin α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859,2019-01-31,Hiroshima City University,['J Comput Chem'],0
2086,Conformational and dynamical plasticity in substrate-binding proteins underlies selective transport in ABC importers,10.7554/eLife.44652,2019-01-31,LMU Biocenter,[],9
2087,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859,2019-01-31,Hiroshima City University,['J Comput Chem'],0
2088,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859,2019-01-31,Hiroshima City University,['J Comput Chem'],0
2089,The phage L capsid decoration protein has a novel OB-fold and an unusual capsid binding strategy,10.7554/eLife.45345,2019-02-01,Michigan State University,[],2
2090,Functional intra-operative guidance of the cavernous nerve network using near-infrared cyanine voltage-sensitive dye imaging: relevance for nerve-sparing radical prostatectomy,10.1038/s41598-020-63588-2,2019-02-01,Johns Hopkins University,['Sci Rep'],0
2091,Synaptotagmin-1 and Doc2b exhibit distinct membrane remodeling mechanisms,10.1016/j.bpj.2019.12.021,2019-02-01,"Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, the Netherlands",['Biophysical Journal'],0
2092,Effect of Adhesion and Substrate Elasticity on Neutrophil Extracellular Trap Formation,10.3389/fimmu.2019.02320,2019-02-01,"Institute of Physical Chemistry, Goettingen University",['Front. Immunol.'],4
2093,Structure-based methyl resonance assignment with MethylFLYA,10.1038/s41467-019-12837-8,2019-02-01,Goethe University Frankfurt am Main,['Nat Commun'],2
2095,"Continuous, Topologically Guided Protein Crystallization Controls Bacterial Surface Layer Self-Assembly",10.1038/s41467-019-10650-x,2019-02-01,Stanford University,['Nat Commun'],6
2096,First Crystal Structure of a Non-Structural Hepatitis E Viral Protein Identifies a Putative Novel Zinc-Binding Protein,10.1128/JVI.00170-19,2019-02-02,Novartis Institutes for BioMedical Reearch,['J Virol'],0
2097,Hydrogen Bond Donors and Acceptors are Generally Depolarized in α-Helices as Revealed by a Molecular Tailoring Approach,10.1002/jcc.25859,2019-02-02,Hiroshima City University,['J Comput Chem'],0
2098,Modeling enamel matrix secretion in mammalian teeth,10.1371/journal.pcbi.1007058,2019-02-03,University of Helsinki,['PLoS Comput Biol'],0
2099,Mechanism of electroneutral sodium/proton antiporter from transition-path shooting,10.1038/s41467-019-09739-0,2019-02-03,"Department of Theoretical Biophysics, Max Planck Institute of Biophysics",['Nat Commun'],6
2101,A Brownian ratchet model explains the biased sidestepping movement of single-headed kinesin-3 KIF1A,10.1016/j.bpj.2019.05.011,2019-02-04,Max Planck Institute of Molecular Cell Biology and Genetics,['Biophysical Journal'],1
2104,Simultaneous tracking of cell motility in liquid and at the solid-liquid interface,10.1128/mSystems.00390-19,2019-02-05,University of Nottingham,['mSystems'],0
2105,DLITE: Dynamic Local Intercellular Tension Estimation,10.1016/j.bpj.2019.09.034,2019-02-05,UCSD,['Biophysical Journal'],1
2106,Interactions of nuclear transport factors and surface-conjugated FG nucleoporins: Insights and limitations,10.1371/journal.pone.0217897,2019-02-05,The Rockefeller University,['PLoS ONE'],1
2108,Multiscale model of integrin adhesion assembly,10.1371/journal.pcbi.1007077,2019-02-06,University of Chicago,['PLoS Comput Biol'],3
2109,A semi-automatic dispenser for solid and liquid food in aquatic facilities,10.1089/zeb.2019.1733,2019-02-07,"Sorbonne Universite, Centre National de la Recherche Scientifique, Laboratoire Jean Perrin, LJP, F-7",['Zebrafish'],0
2111,Asymmetric Tug-of-War leads to Cooperative Transport of a Cargo by Multiple Kinesins,10.7554/eLife.50974,2019-02-08,University of Illinois at Urbana Champaign,[],0
2112,Symmetry transitions during gating of the TRPV2 ion channel in lipid membranes,10.7554/eLife.45779,2019-02-08,Duke University Medical Center,[],10
2113,A unified rheological model for cells and cellularised materials,10.1098/rsos.190920,2019-02-08,University of Cambridge,['R. Soc. open sci.'],2
2115,Chasing the full free energy landscape of neuroreceptor/ligand unbinding by metadynamics simulations,10.1021/acs.jctc.9b00118,2019-02-08,Forschungszentrum Juelich GmbH,['J. Chem. Theory Comput.'],10
2118,Dynamical model of the CLC-2 ion channel exhibits a two-step gating mechanism,10.1371/journal.pcbi.1007530,2019-02-09,Stanford University,['PLoS Comput Biol'],0
2119,BEES: Bayesian Ensemble Estimation from SAS,10.1016/j.bpj.2019.06.024,2019-02-09,"Dept of Physics and the Center for Molecular Study of Condensed Soft Matter, Illinois Institute",['Biophysical Journal'],0
2120,"Sequence effects on size, shape, and structural heterogeneity in Intrinsically Disordered Proteins",10.1021/acs.jpcb.9b02575,2019-02-10,The University of Texas at Austin,['J. Phys. Chem. B'],16
2124,The kinetics of nucleotide binding to isolated Chlamydomonas axonemes using UV-TIRF microscopy,10.1016/j.bpj.2019.07.004,2019-02-11,Yale University,['Biophysical Journal'],0
2126,Combining 3D single molecule localization strategies for reproducible bioimaging,10.1038/s41467-019-09901-8,2019-02-11,"Institut des Sciences Moléculaires d'Orsay, CNRS UMR8214, Université Paris-Sud, France",['Nat Commun'],4
2128,Activation mechanism of ATP-sensitive K+ channels explored with real-time nucleotide binding,10.7554/elife.41103,2019-02-12,University of Oxford,[],6
2130,Dynamics of living cells in a cytomorphological state space,10.1073/pnas.1902849116,2019-02-13,UCSF,['Proc Natl Acad Sci USA'],2
2131,Bridging the gap between single cell migration and collective dynamics,10.7554/eLife.46842,2019-02-13,"Arnold Sommerfeld Center for Theoretical Physics (ASC), Ludwig-Maximilians-Universitaet Muenchen",[],2
2134,Chiroptical Kirigami Modulators for Terahertz Circular Dichroism Spectroscopy of Biomaterials,10.1038/s41563-019-0404-6,2019-02-14,University of Michigan - Ann Arbor,['Nat. Mater.'],13
2135,Dynamic Aha1 Co-Chaperone Binding to Human Hsp90,10.1002/pro.3678,2019-02-14,Rocasolano Institute of Physical Chemistry,['Protein Science'],0
2136,Dynamics of living cells in a cytomorphological state space,10.1073/pnas.1902849116,2019-02-14,UCSF,['Proc Natl Acad Sci USA'],2
2137,Ion Condensation onto Ribozyme is Site-Specific and Fold-Dependent,10.1016/j.bpj.2019.04.037,2019-02-15,University of Texas at Austin,['Biophysical Journal'],10
2139,Structure of the SARS-CoV NSP12 polymerase bound to NSP7 and NSP8 co-factors,10.1038/s41467-019-10280-3,2019-02-15,The Scripps Research Institute,['Nat Commun'],45
2141,Bridging the gap between single cell migration and collective dynamics,10.7554/eLife.46842,2019-02-15,"Arnold Sommerfeld Center for Theoretical Physics (ASC), Ludwig-Maximilians-Universitaet Muenchen",[],2
2143,Dynamic clustering regulates activity of mechanosensitive membrane channels,10.1103/PhysRevLett.124.048102,2019-02-18,University College London,['Phys. Rev. Lett.'],1
2145,Local-to-global signal transduction at the core of the Mn2+ sensing riboswitch,10.1038/s41467-019-12230-5,2019-02-18,"Single Molecule Analysis Group, Dept of Chemistry, University of Michigan, Ann Arbor, MI, 48109",['Nat Commun'],0
2146,A Heuristic Derived from Analysis of the Ion Channel Structural Proteome Permits the Rapid Identification of Hydrophobic Gates,10.1073/pnas.1902702116,2019-02-18,University of Oxford,['Proc Natl Acad Sci USA'],6
2150,Varying crosslinking motifs drive the mesoscale mechanics of actin-microtubule composites,10.1038/s41598-019-49236-4,2019-02-19,University of San Diego,['Sci Rep'],4
2151,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002,2019-02-19,Washington University in St. Louis,['Biophysical Journal'],2
2152,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002,2019-02-19,Washington University in St. Louis,['Biophysical Journal'],2
2154,Computational tool to study perturbations in muscle regulation and its application to heart disease,10.1016/j.bpj.2019.05.002,2019-02-19,Washington University in St. Louis,['Biophysical Journal'],2
2155,The allosteric mechanism of substrate-specific transport in SLC6 is mediated by a volumetric sensor,10.1073/pnas.1903020116,2019-02-20,Weill Cornell Medical College,['Proc Natl Acad Sci USA'],4
2157,3D computational models explain muscle activation patterns and energetic functions of internal structures in fish swimming,10.1371/journal.pcbi.1006883,2019-02-20,Beijing Computational Science Research Center,['PLoS Comput Biol'],0
2158,Myosin Orientation in a Muscle Fiber Determined with High Angular Resolution Using Bifunctional Spin Labels,10.1085/jgp.201812210,2019-02-20,University of Minnesota Twin Cities,[],2
2159,Depth-dependent PSF calibration and aberration correction for 3D single-molecule localization,10.1364/boe.10.002708,2019-02-21,European Molecular Biology Laboratory,['Biomed. Opt. Express'],7
2160,Disrupted mechanobiology links the molecular and cellular phenotypes in familial dilated cardiomyopathy,10.1073/pnas.1910962116,2019-02-21,Washington University School of Medicine,['Proc Natl Acad Sci USA'],4
2161,Structural Insights into Hearing Loss Genetics from Polarizable Protein Repacking,10.1016/j.bpj.2019.06.030,2019-02-21,"Roy J. Carver Department of Biomedical Engineering, University of Iowa",['Biophysical Journal'],1
2162,Microfluidic protein isolation and sample preparation for high resolution cryo-EM,10.1073/pnas.1907214116,2019-02-21,"Center for Cellular Imaging and NanoAnalytics (C-CINA), Biozentrum, University of Basel",['Proc Natl Acad Sci USA'],6
2164,"HIV-1 Gag specifically restricts PI(4,5)P2 and cholesterol mobility in living cells creating a nanodomain platform for virus assembly.",10.1126/sciadv.aaw8651,2019-02-21,"IRIM CNRS UMR9004, Montpellier, France",['Sci. Adv.'],1
2165,MAP7 recruits kinesin-1 to microtubules to direct organelle transport,10.1074/jbc.RA119.008052,2019-02-21,McGill University,['J. Biol. Chem.'],10
2166,Depth-dependent PSF calibration and aberration correction for 3D single-molecule localization,10.1364/boe.10.002708,2019-02-21,European Molecular Biology Laboratory,['Biomed. Opt. Express'],7
2167,FISIK: Framework for the Inference of in Situ Interaction Kinetics from single-molecule imaging data,10.1016/j.bpj.2019.07.050,2019-02-21,UT Southwestern Medical Center,['Biophysical Journal'],1
2168,Programming conventional electron microscopes for solving ultrahigh-resolution structures of small and macro-molecules,10.1021/acs.analchem.9b01162,2019-02-22,"School of Life Sciences, Tsinghua University, Beijing, China",['Anal. Chem.'],2
2169,Cardiolipin-dependent Properties of Model Mitochondrial Membranes from Molecular Dynamics Simulations,10.1016/j.bpj.2019.06.023,2019-02-22,Vanderbilt University,['Biophysical Journal'],0
2170,Mathematical models incorporating a multi-stage cell cycle explain synchronisation in proliferation experiments,10.1098/rsif.2019.0382,2019-02-22,Queensland University of Technology,['J. R. Soc. Interface'],1
2171,"A comparative anatomy of protein crystals: lessons from the automatic processing of 56,000 samples",10.1107/S2052252519008017,2019-02-22,European Molecular Biology Laboratory,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",2
2172,High-resolution cryo-EM structures of the E. coli hemolysin ClyA oligomers,10.1371/journal.pone.0213423,2019-02-22,University of Texas Southwestern,['PLoS ONE'],1
2174,Mechanochemical coupling and junctional forces during collective cell migration,10.1016/j.bpj.2019.05.020,2019-02-22,Virginia Commonwealth University,['Biophysical Journal'],4
2175,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5,2019-02-22,University of Basel,['Nat Commun'],2
2176,A multiscale analysis of DNA phase separation: From atomistic to mesoscale level,10.1093/nar/gkz377,2019-02-22,Nanyang Technological University,[],3
2180,Determining cellular CTCF and cohesin abundances to constrain 3D genome models,10.7554/eLife.40164,2019-02-24,UC Berkeley,[],21
2181,A small viral potassium ion channel with an inherent inward rectification,10.1080/19336950.2019.1605813,2019-02-24,TU Darmstdat,['Channels'],1
2182,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5,2019-02-24,University of Basel,['Nat Commun'],2
2183,"Modified Potential Functions Result in Enhanced Predictions of a Protein Complex by All-Atom MD Simulations, Confirming a Step-wise Association Process for Native PPIs",10.1021/acs.jctc.9b00195,2019-02-24,"Case Western Reserve University, School of Medicine",['J. Chem. Theory Comput.'],3
2187,Classification of RNA backbone conformation into rotamers using 13C' chemical shifts: How far we can go?,10.7717/peerj.7904,2019-02-25,IMASL-UNSL-CONICET,[],1
2188,Serial femtosecond X-ray diffraction of HIV-1 Gag MA-IP6 microcrystals at ambient temperature,10.3390/ijms20071675,2019-02-25,"Stanford PULSE Insitute, SLAC National Accelerator Laboratory, Menlo Park, California, USA",['IJMS'],1
2189,SESCA: Predicting Circular Dichroism Spectra from Protein Molecular Structures,10.1021/acs.jctc.9b00203,2019-02-25,"Dept of Theoretical & Computational Biophysics, Max Planck Institute for Biophysical Chemistry",['J. Chem. Theory Comput.'],0
2190,Searching the optimal folding routes of a Complex Lasso protein,10.1016/j.bpj.2019.05.025,2019-02-25,Max-Planck-Gesellschaft,['Biophysical Journal'],1
2191,Triple Arginines as Molecular Determinants for Pentameric Assembly of the Intracellular Domain of 5-HT3A Receptors,10.1085/jgp.201912421,2019-02-26,"Cell Physiology and Molecular Biophysics, School of Medicine, TTUHSC, Lubbock, TX",[],3
2192,Modeling cell shape diversity arising from complex Rho GTPase dynamics,10.1016/j.bpj.2020.01.035,2019-02-26,Vanderbilt University,['Biophysical Journal'],1
2193,Retrieving High-Resolution Information from Disordered 2D Crystals by Single Particle Cryo-EM,10.1038/s41467-019-09661-5,2019-02-26,University of Basel,['Nat Commun'],2
2196,Discrete Mechanical Growth Model for Plant Tissue,10.1371/journal.pone.0221059,2019-02-27,University Utrecht,['PLoS ONE'],0
2197,A biophysical model of Epithelial-Mesenchymal Transition uncovers the frequency and size distribution of Circulating Tumor Cell clusters across cancer types,10.1158/0008-5472.CAN-19-1726,2019-02-28,Rice University,['Cancer Res'],3
2198,Probing Ligand and Cation Binding Sites in G-Quadruplex Nucleic Acids by Mass Spectrometry and Electron Photodetachment Dissociation Sequencing,10.1039/C9AN00398C,2019-02-28,"University of Bordeaux, INSERM and CNRS, ARNA Laboratory, IECB site, 33600 Pessac, France",['Analyst'],3
2199,Reconciling simulated ensembles of apomyoglobin with experimental HDX data using Bayesian inference and multi-ensemble Markov State Models,10.1021/acs.jctc.9b01240,2019-02-28,Temple University,['J. Chem. Theory Comput.'],1
2201,Quantitative modelling predicts the impact of DNA methylation on RNA polymerase II traffic,10.1073/pnas.1903549116,2019-02-28,University of Edinburgh,['Proc Natl Acad Sci USA'],5
2202,Side chain to main chain hydrogen bonds stabilize a polyglutamine helix in the activation domain of a transcription factor,10.1038/s41467-019-09923-2,2019-02-28,IRB Barcelona,['Nat Commun'],16
2205,Self-assembly of polymer-encased lipid nanodiscs and membrane protein reconstitution,10.1021/acs.jpcb.9b03681,2019-02-28,University of Michigan,['J. Phys. Chem. B'],5
2206,Comment on 'Valid molecular dynamics simulations of human hemoglobin require a surprisingly large box size',10.7554/eLife.44718,2019-02-28,Max Planck Institute for Biophysical Chemistry,[],4
2207,The size of the immune repertoire of bacteria,10.1073/pnas.1903666117,2019-03-01,University of Pennsylvania,['Proc Natl Acad Sci USA'],1
2208,Robust Determination of Protein Allosteric Signaling Pathways,10.1021/acs.jctc.8b01197,2019-03-01,Western University of Health Sciences,['J. Chem. Theory Comput.'],2
2210,Bridging the gap between single-cell migration and collective dynamics,10.7554/eLife.46842,2019-03-02,"Arnold Sommerfeld Center for Theoretical Physics (ASC), Ludwig-Maximilians-Universitaet Muenchen",[],2
2211,Computational Design of Myristoylated Cell Penetrating Peptides Targeting Oncogenic K-Ras.G12D at the Effector Binding Membrane Interface,10.1021/acs.jcim.9b00690,2019-03-03,"Case Western Reserve University, Department of Physiology and Biophysics",['J. Chem. Inf. Model.'],0
2212,Mechanism of allosteric activation of human mRNA cap methyltransferase (RNMT) by RAM: Insights from accelerated molecular dynamics simulations,10.1093/nar/gkz613,2019-03-03,University of Dundee,[],0
2213,Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation,10.1042/BSR20191024,2019-03-03,Universitaet Potsdam,[],1
2215,A Complex Interplay of Anionic Phospholipid Binding Regulates 3-Phosphoinositide-Dependent-Kinase-1 Homodimer Activation,10.1038/s41598-019-50742-8,2019-03-03,University of Bath,['Sci Rep'],0
2217,Allosteric studies of an open pH gate KcsA mutant in its activated and inactivated states,10.1073/pnas.1908828117,2019-03-04,"Department of Chemistry, Columbia University",['Proc Natl Acad Sci USA'],0
2218,Mouth Function Determines The Shape Oscillation Pattern In Regenerating Hydra Tissue Spheres,10.1016/j.bpj.2019.07.051,2019-03-04,Swarthmore College,['Biophysical Journal'],1
2220,TmDOTP : An NMR- based Thermometer for Magic Angle Spinning NMR Experiments,10.1016/j.jmr.2019.106574,2019-03-04,Columbia University,['Journal of Magnetic Resonance'],1
2221,"A comparative anatomy of protein crystals: lessons from the automatic processing of 56,000 samples",10.1107/S2052252519008017,2019-03-04,European Molecular Biology Laboratory,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",2
2222,Fragment-based screening identifies molecules targeting the substrate-binding ankyrin repeat domains of tankyrase,10.1038/s41598-019-55240-5,2019-03-04,"The Institute of Cancer Research, London",['Sci Rep'],0
2223,A Cryo-EM Grid Preparation Device for Time-Resolved Structural Studies,10.1107/S2052252519011345,2019-03-04,University of Leeds,"['Int Union Crystallogr J', 'IUCr J', 'Int Union Cryst J', 'IUCrJ']",7
2225,Allostery in oligomeric receptor models,10.1093/imammb/dqz016,2019-03-05,William & Mary,[],0
2226,Single-organelle quantification reveals the stoichiometric and structural variability of carboxysomes dependent on the environment,10.1105/tpc.18.00787,2019-03-05,"University of Liverpool, United Kingdom",['Plant Cell'],11
2227,Effects of lipid composition on membrane distribution and permeability of natural quinones,10.1039/C9RA01681C,2019-03-05,Universidade de Sao Paulo,['RSC Adv.'],2
2228,Mapping the 3D genome through high speed single-molecule tracking of functional transcription factors in single living cells,10.1016/j.ymeth.2019.06.021,2019-03-05,University of York,['Methods'],2
2230,Ephemeral states in protein folding under force captured with a novel magnetic tweezers design,10.1073/pnas.1821284116,2019-03-06,"Department of Biological Sciences, Columbia University",['Proc Natl Acad Sci USA'],16
2231,Stiffness and tension gradients of the hair cell’s tip-link complex in the mammalian cochlea,10.7554/eLife.43473,2019-03-06,Institut Curie / CNRS / PSL Research University / Sorbonne Université,[],7
2232,Studies of allosteric coupling in KcsA using a constitutively open mutant,10.1073/pnas.1908828117,2019-03-06,"Department of Chemistry, Columbia University",['Proc Natl Acad Sci USA'],0
2233,Energy Landscape of the Domain Movement in Staphylococcus aureus UDP-N-acetylglucosamine 2-epimerase,10.1016/j.jsb.2019.05.004,2019-03-07,"Instituto de Fisica de Sao Carlos, Universidade de Sao Paulo",['Journal of Structural Biology'],0
2235,Reorientation and propulsion in fast-starting zebrafish larvae: an inverse dynamics analysis,10.1242/jeb.203091,2019-03-08,Wageningen University,['J Exp Biol'],1
2239,Intrinsically disordered nuclear pore proteins show ideal-polymer morphologies and dynamics,10.1103/PhysRevE.101.022420,2019-03-08,University College London,['Phys. Rev. E'],0
2240,Mechanical stress compromises multicomponent efflux complexes in bacteria,10.1073/pnas.1909562116,2019-03-08,Cornell University,['Proc Natl Acad Sci USA'],0
2242,Bioelectrical signaling via domain wall migration,10.1038/s41567-019-0765-4,2019-03-08,Harvard University,['Nat. Phys.'],1
2244,Balanced internal hydration discriminates substrate binding to respiratory complex I,10.1016/j.bbabio.2019.05.004,2019-03-09,"Universidade de Sao Paulo, Brazil",['Biochimica et Biophysica Acta (BBA) - Bioenergetics'],2
2245,The orientation of a membrane probe from structural analysis by enhanced Raman scattering,10.1016/j.bbamem.2019.183109,2019-03-09,Rice University,['Biochimica et Biophysica Acta (BBA) - Biomembranes'],0
2247,Intrinsically disordered nuclear pore proteins show ideal-polymer morphologies and dynamics,10.1103/PhysRevE.101.022420,2019-03-10,University College London,['Phys. Rev. E'],0
2248,Intense Pulsed Electric Fields Denature Urease Protein,10.1089/bioe.2019.0021,2019-03-11,Kumamoto University,['Bioelectricity'],0
2249,The importance of being cross-linked for the bacterial cell wall,10.1103/PhysRevE.100.062408,2019-03-11,Institute of Mathematical Sciences,['Phys. Rev. E'],1
2252,Revealing evolutionary constraints on proteins through sequence analysis,10.1371/journal.pcbi.1007010,2019-03-12,CNRS & Sorbonne Universite,['PLoS Comput Biol'],7
2253,Bioelectrical signaling via domain wall migration,10.1038/s41567-019-0765-4,2019-03-12,Harvard University,['Nat. Phys.'],1
2254,The Use of iPSC-Derived Cardiomyocytes and Optical Mapping for Erythromycin Arrhythmogenicity Testing,10.1007/s12012-019-09532-x,2019-03-12,MIPT,['Cardiovasc Toxicol'],2
2255,Heterogeneous loop model to infer 3D chromosome structures from Hi-C,10.1016/j.bpj.2019.06.032,2019-03-12,Korea Institute for Advanced Study,['Biophysical Journal'],3
2256,Bistability and oscillations in cooperative microtubule and kinetochore dynamics in the mitotic spindle,10.1088/1367-2630/ab7ede,2019-03-12,TU Dortmund University,['New J. Phys.'],0
2257,Flow arrest in the plasma membrane,10.1016/j.bpj.2019.07.001,2019-03-12,Tel Aviv University,['Biophysical Journal'],5
2258,"The roles of microtubules and membrane tension in axonal beading, retraction, and atrophy",10.1016/j.bpj.2019.07.046,2019-03-13,"Raman Research Institute, Bangalore, India",['Biophysical Journal'],1
2259,SPHIRE-crYOLO: A fast and accurate fully automated particle picker for cryo-EM,10.1038/s42003-019-0437-z,2019-03-13,Max Planck Institute of Molecular Physiology,['Commun Biol'],54
2260,Superresolved microparticle traction force microscopy reveals subcellular force patterns in immune cell-target interactions,10.1038/s41467-019-13804-z,2019-03-13,Stanford University,['Nat Commun'],1
2261,A distributed lattice of aligned atoms exists in a protein structure: A hierarchical clustering study of displacement parameters in bovine trypsin,10.1038/s41598-019-55777-5,2019-03-13,"Department of Chemistry and Molecular Biology, University of Gothenburg",['Sci Rep'],0
2262,Effective concentrations enforced by intrinsically disordered linkers are governed by polymer physics,10.1073/pnas.1904813116,2019-03-14,Aarhus University,['Proc Natl Acad Sci USA'],7
2266,Proton uptake mechanism in bacteriorhodopsin captured by serial synchrotron crystallography,10.1126/science.aaw8634,2019-03-14,"Division of Biology and Chemistry - Laboratory for Biomolecular Research, Paul Scherrer Institut",['Science'],12
2267,3D rotational motion of an endocytic vesicle on a complex microtubule network in a living cell,10.1364/BOE.10.006611,2019-03-14,The University of Tokyo,['Biomed. Opt. Express'],0
2268,Short-time fractal analysis of biological autoluminescence,10.1371/journal.pone.0214427,2019-03-14,Ustav fotoniky a elektroniky Akademie ved Ceske republiky,['PLoS ONE'],2
2269,Comparative Analysis of Electrostatic Models for Ligand Docking,10.3389/fmolb.2019.00052,2019-03-14,"Sao Carlos Institute of Physics, University of Sao Paulo",['Front. Mol. Biosci.'],0
2270,SMAUG: Analyzing single-molecule tracks with nonparametric Bayesian statistics,10.1016/j.ymeth.2020.03.008,2019-03-14,University of Michigan,['Methods'],0
2272,Damped White Noise Diffusion with Memory for Diffusing Microprobes in Ageing Fibrin Gels,10.1016/j.bpj.2019.08.014,2019-03-14,Central Visayan Institute Foundation,['Biophysical Journal'],1
2273,Synergy of Topoisomerase and Structural-Maintenance-of Chromosomes Proteins Creates a Universal Pathway to Simplify Genome Topology,10.1073/pnas.1815394116,2019-03-15,University of Edinburgh,['Proc Natl Acad Sci USA'],13
2274,Theory on the looping mediated stochastic propulsion of transcription factors along DNA,10.1088/1742-5468/ab632d,2019-03-15,Indian Institute of Technology Madras,['J. Stat. Mech.'],0
2275,Computational estimation of ms-sec atomistic folding times,10.1021/jacs.8b10735,2019-03-15,"Department of Biomedical Engineering, School of Medicine, Oregon Health and Science University",['J. Am. Chem. Soc.'],6
2276,Studies of allosteric coupling in KcsA using a constitutively open mutant,10.1073/pnas.1908828117,2019-03-15,"Department of Chemistry, Columbia University",['Proc Natl Acad Sci USA'],0
2278,High-Affinity Binding of Chemokine Analogs that Display Ligand Bias at the HIV-1 Co-receptor CCR5,10.1016/j.bpj.2019.07.043,2019-03-16,Rockefeller University,['Biophysical Journal'],1
2279,High-resolution cryo-EM structures of outbreak strain human norovirus shells reveal size variations,10.1073/pnas.1903562116,2019-03-16,Howard Hughes Medical Institue and Cold Spring Harbor Laboratory,['Proc Natl Acad Sci USA'],7
2282,ZapA stabilizes FtsZ filament bundles without slowing down treadmilling dynamics,10.1038/s41467-019-13702-4,2019-03-18,IST Austria,['Nat Commun'],5
2284,Substrate-rigidity dependent migration of an idealized twitching bacterium,10.1039/c9sm00541b,2019-03-18,"Forschungszentrum Juelich GmbH, Theoretical Soft-Matter and Biophysics",['Soft Matter'],0
2286,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020,2019-03-18,"Institute of Bioinformatics and Structural Biology, National Tsing Hua University",['Structure'],0
2288,Insight into dynamics of APOBEC3G protein in complexes with DNA assessed by high speed AFM,10.1039/C9NA00457B,2019-03-18,University of Nebraska Medical Center,['Nanoscale Adv.'],1
2291,Stimulus-responsive self-assembly of protein-based fractals by computational design,10.1038/s41557-019-0277-y,2019-03-19,Rutgers University,['Nat. Chem.'],6
2292,Interactions of nuclear transport factors and surface-conjugated FG nucleoporins: Insights and limitations,10.1371/journal.pone.0217897,2019-03-19,The Rockefeller University,['PLoS ONE'],1
2293,ZapA stabilizes FtsZ filament bundles without slowing down treadmilling dynamics,10.1038/s41467-019-13702-4,2019-03-19,IST Austria,['Nat Commun'],5
2294,Nuclear pores as versatile reference standards for quantitative superresolution microscopy,10.1038/s41592-019-0574-9,2019-03-20,European Molecular Biology Laboratory (EMBL) (Heidelberg),['Nat Methods'],13
2295,Enchained growth and cluster dislocation: a possible mechanism for microbiota homeostasis,10.1371/journal.pcbi.1006986,2019-03-21,Sorbonne Universite / CNRS,['PLoS Comput Biol'],3
